value,anomaly
0.611811651755081,0
-0.0106288723010583,0
-0.2051796229694453,0
0.76853908746535,0
1.0781157325476953,0
0.14525571596515222,0
0.2616064389374096,0
2.590938361342848,1
1.0066715027973387,0
3.768109713145376,1
0.024015284152016134,0
0.5226000985044461,0
0.545872086131449,0
0.6825650541342305,0
0.9770832094896484,0
0.043260335351374496,0
-0.23887244891434242,0
0.2196354348124504,0
0.34951619697872044,0
0.7846026970237628,0
0.8047334504859173,0
0.05777820324636085,0
-0.20656506590062843,0
0.04868228995639362,0
0.5390513878269663,0
0.1652578128306425,0
-0.32615564970552235,0
-0.03615191991927502,0
0.39327210335509133,0
1.0169238771123066,0
0.4663994756762797,0
0.2061069813879416,0
0.31145286779375225,0
0.5916972577400204,0
0.27441480929551165,0
0.19948107938814075,0
0.01838694259393997,0
-0.5400225595254995,0
0.5893710904296142,0
0.41392718272419815,0
0.07285033313236752,0
-0.019629833586328915,0
-0.6809827077572483,0
0.5640297697852317,0
0.6733798272984943,0
0.4432089502783441,0
0.1862773933776793,0
-0.5519307629380414,0
-0.3573315370168592,0
0.41667808116280824,0
-0.10115275186849107,0
0.12691673486654953,0
-0.39404580082272705,0
2.6539820803546714,1
2.329866942173052,1
-0.16236025880008387,0
-0.35277202221379195,0
0.03710042754403259,0
-0.3797757142640258,0
0.45991922215750747,0
0.6127184732618544,0
0.00592161524786014,0
-0.35129087160194794,0
-0.5853546764661454,0
0.33813961964622813,0
0.5102618214032469,0
-0.7087887777946829,0
-0.13747965496360204,0
0.033586744998706675,0
-0.07409321788612755,0
0.24713592134880447,0
-0.3089624316277807,0
-0.76582053183055,0
-0.4474532182904549,0
0.5262739934237177,0
-0.09078121383840948,0
-0.4634907892300786,0
-0.22698357357911159,0
-0.7192156753606255,0
-0.21390482929383087,0
0.41309088892469686,0
-0.5336399107227632,0
-0.721106007788998,0
-0.7026168338921864,0
0.3170119762819579,0
-0.23022361333332564,0
-0.29121268668902295,0
-0.41768063098195235,0
-0.9031445447560142,0
-0.06339603663210958,0
-0.4671945136001553,0
-0.2690721444712738,0
-0.8918043676869107,0
-1.03568751099316,0
0.031976005236966754,0
0.3546838375698718,0
-0.26911358781174327,0
-1.181850143718614,0
-0.39360147735663453,0
0.2803637328491895,0
0.24188310713387018,0
-0.5544345668200752,0
-0.5463625533315865,0
-1.115792509765162,0
-0.4669561807806539,0
-0.5015083852360335,0
-0.6881931394263548,0
-1.0832652563291592,0
-1.1365625751651551,0
-0.7175472385484372,0
-0.08720101789487195,0
-1.0941051805622546,0
-1.4722084564763829,0
-0.7936190011304813,0
-0.5673195975794666,0
0.0454539802787734,0
-1.113810069788933,0
-1.0665177635576044,0
-1.0729852358381728,0
-0.5670521269336986,0
-0.44733163259133624,0
-0.5544873647560138,0
-1.0317761115778312,0
-0.5696923978050749,0
-0.8600369711159908,0
-0.6676183378095542,0
-1.1331094896077125,0
-1.097867271535026,0
-0.7554994498069865,0
-0.7676587745003501,0
1.7002202276060912,1
-0.4552914844253171,0
-0.7754673084753514,0
-0.6166315448012872,0
1.8940905481163766,1
2.368540947653584,1
-1.16918582938398,0
-1.4917159477228343,0
-1.6201369221494186,0
-0.33190468918748894,0
-0.25727749116532006,0
-1.0893158109868346,0
-0.7960058484277351,0
-0.7488540696051198,0
-1.1447522390981715,0
-0.4344658624234185,0
-0.8476298710751877,0
-0.8660569814517134,0
-1.3001070601623863,0
-0.4281071312560746,0
-0.6088105504581269,0
-1.341720272832767,0
-1.3465160175206727,0
-1.6102506048337126,0
-0.5989715835563844,0
-0.205428409763666,0
-0.9900669144686847,0
-1.7738032788192233,0
-1.828713703111576,0
-0.7975522150426017,0
-0.7416029474107433,0
-1.02086835785145,0
-1.2274879642969907,0
-1.32834313482826,0
-0.9811759554841979,0
-0.6462484829590195,0
-1.0935785722432367,0
-1.476988573475369,0
-2.0163676452909227,0
-0.7855734584073715,0
-1.1532999894232059,0
-0.8968426214329173,0
-1.5099570211142128,0
-1.3733274242573708,0
-1.5936005147987484,0
1.1847761063211126,1
-1.3217212429977112,0
0.9042474857794325,1
-1.9624494061225157,0
-0.8251863872102341,0
-1.4114922263496985,0
-1.0600944274288215,0
-1.293751541932802,0
-1.878465677154967,0
-0.9858217889959344,0
-1.236787432747738,0
-0.8621246362665835,0
-2.066757150129424,0
-2.0559735196026123,0
-1.1539045074386198,0
-1.0370337097095899,0
-1.5496698473432133,0
-1.9777487632968234,0
-2.243291756233982,0
-1.1836458654057267,0
-0.7899801564254116,0
-1.1901406436110238,0
-1.7320485524984215,0
-1.813003172651661,0
-1.3685960200612268,0
-1.6320879698258943,0
-1.3722982492382914,0
-1.9709186419573674,0
0.9153630818683458,1
0.46415693091375165,1
-1.1108897807683789,0
-1.2691308667649293,0
-1.387224893124725,0
-1.6862673894382239,0
-1.6046529082914232,0
-1.0027980810690476,0
-0.9917625559904719,0
-1.447591653858515,0
-2.0038031198385715,0
-1.475934469774829,0
-1.4635759051698383,0
-1.1200676488974928,0
-1.9068599406366908,0
-2.1752337394968793,0
-1.3250045792244118,0
-0.9567387672404801,0
-1.0435016471634952,0
-1.8475686570092158,0
-1.7201636784347436,0
-2.30216122290685,0
-1.778792957392531,0
-0.9600302214373131,0
-1.8115103003148265,0
-1.776897397852559,0
-1.8466635616363765,0
-1.0189040553927016,0
-1.6571569070920598,0
-2.165032632534557,0
-2.631921820309699,0
-1.5384544640225928,0
-1.258257290319742,0
-1.0139156363325275,0
-1.8101028983190186,0
-2.25239333154816,0
-1.681874029976314,0
-1.65560447556144,0
-1.7229686672509457,0
-1.8064305003581576,0
-2.3119849798049694,0
-2.5922409613994573,0
-1.7566394604931213,0
-1.481779005479504,0
-1.8601154763572296,0
-2.1749177111765676,0
-1.987982020625505,0
-1.7366466477843272,0
-1.3126620321559788,0
-1.555830190565536,0
-2.6082396843953735,0
-2.6213796391333033,0
-2.201145361367522,0
-1.7869840614775983,0
-2.0502963424462854,0
-2.1273792570377092,0
-2.703691490324249,0
-2.116813719164947,0
-2.137462090884447,0
-2.4299922779294367,0
-2.359005711805167,0
-2.743064677998491,0
-1.5339482481205255,0
0.48591290086202044,1
0.9001856046915337,1
-2.0938241392932375,0
-2.287390541373842,0
-2.460955155895236,0
0.3928281008762422,1
-2.129158507454987,0
-2.3699051467240397,0
-2.3018960491584073,0
-2.246085535039862,0
-2.294313533064399,0
-2.1749872794703378,0
-2.515036934174517,0
-2.4377744596337223,0
-2.540836960115721,0
-1.8837671823749982,0
-2.164031037828785,0
-2.9875758288967393,0
-3.0434977820879454,0
-1.8921853916243399,0
-1.5716735927569638,0
-1.9388959758866566,0
-2.7808882564547592,0
-2.7686052457965635,0
-2.4217256683717387,0
-2.468763753923172,0
-2.7450940057071396,0
-2.6029946045254087,0
-2.458042774580597,0
-2.3905932333042132,0
-1.723716801135523,0
-2.195193125675771,0
-3.2547318479227134,0
-2.9351384525683972,0
-2.701852727898128,0
-1.7825495883953466,0
-2.1246165525848775,0
-2.344850560255006,0
-2.6488251502908584,0
-2.449737736583045,0
-2.3111905501174563,0
-2.556774953282518,0
-3.259150831117721,0
-2.6226952678707858,0
-2.7154847202268804,0
-1.751827503369405,0
-2.096031114479643,0
-3.050580878687618,0
-2.834013477558415,0
-3.0168814271488897,0
-2.6990307022134035,0
-2.8120161219846542,0
-2.8245623522836767,0
-3.1666976400970315,0
-3.1669433526992345,0
-2.238281208254962,0
-2.870935906143372,0
-2.530149914464021,0
-2.9370854701685243,0
-3.1236138835192504,0
-1.9890496895870269,0
-2.089803202409861,0
-3.3091824898481605,0
-2.88993449739064,0
-2.569482511616767,0
-2.7557269215124878,0
-2.145309664454121,0
-3.1960946999903683,0
-3.276707857210408,0
-3.1371738295141305,0
-2.3296496499069628,0
-2.590805020567612,0
0.27210747099730614,1
-1.4698659062753485,1
-3.420091410994897,0
-0.25840812885796804,1
0.21352524632444236,1
0.28939113686721507,1
-3.501155487526675,0
-3.0893901967484596,0
-2.521900197976177,0
-2.4005264611256485,0
-2.7125943742176415,0
-3.8834056918676945,0
-2.8395962749029886,0
-3.174944531689487,0
-2.4572896681125194,0
-3.176063867456713,0
-3.4639355780608274,0
-3.084879978672881,0
-2.785031272195603,0
-2.9204862643670837,0
-3.13324926262273,0
-3.8703503325885187,0
-3.683940917576735,0
-2.6664759634366595,0
-2.716383948554663,0
-3.2416005403429495,0
-3.164480141027579,0
-3.49708264075592,0
-3.396904914772428,0
-2.7834174349835736,0
-3.361977839126217,0
-3.3934673877414263,0
-3.486006795991808,0
-2.9649218655970655,0
-0.1303853524582812,1
-0.406714526975934,1
-1.4651493602847045,1
-1.6347451008696443,1
0.07252772781176375,1
0.13295152950922606,1
-3.5362817039139918,0
-3.2450668795891886,0
-3.2419842181344185,0
-2.9148691082862976,0
-2.4440904634355602,0
-3.6111381866645202,0
-4.103110019570191,0
-3.8255776849548555,0
-2.7077173884913224,0
-3.283987450851056,0
-2.9318070437413946,0
-4.171231319110351,0
-3.2404180619425333,0
-3.624384819948822,0
-3.2958783644332983,0
-3.1983438321480024,0
-4.109848220990218,0
-4.071200443437361,0
-3.160821415385901,0
-3.4646746622751383,0
-3.300202362421625,0
-3.5814371930300997,0
-3.7498696924378425,0
-3.6281890101683474,0
-3.1850433544392622,0
-3.7107152351677826,0
-3.369037969669443,0
-3.880873636803315,0
-3.041500266663308,0
-3.3197538463060203,0
-0.07107178761208433,1
-4.058909140909411,0
-4.059251795848142,0
-3.878817520691203,0
-3.48051330476711,0
-3.1229881091557807,0
-3.8554822064493974,0
-4.260484440756755,0
-3.7202210621674707,0
-3.042588551773336,0
-3.993459084234247,0
-4.0122564870817214,0
-3.9667983287737534,0
-3.8639408299070586,0
-3.714244878644285,0
-3.189106352817603,0
-4.017751359013536,0
-4.0003163445065875,0
-4.155963355317885,0
-3.4917187322461,0
-3.75291806753488,0
-3.742998598704016,0
-4.575980287097875,0
-3.572238011840677,0
-3.638739954833088,0
-3.7464207660790274,0
-4.070306049506816,0
-3.771153615075131,0
-3.603741856242201,0
-3.389197644805134,0
-3.319497089939835,0
-4.111340875866068,0
-4.6034361402520885,0
-3.752220595334541,0
-3.6682996011439855,0
-3.9597726841851393,0
-4.261012532564636,0
-4.314515447203166,0
-4.375034990044836,0
-3.851799282708313,0
-3.8062550338956327,0
-4.476374831293957,0
-4.508616410724038,0
-4.338793076628043,0
-3.6910348301312537,0
-3.459337480708139,0
-4.2029778824778194,0
-4.425157216784356,0
-3.8220087375150404,0
-4.021412642098245,0
-4.037582596783357,0
-4.188701278625069,0
-4.234381747705472,0
-3.8645343538974846,0
-3.5779505750165557,0
-4.224403234881331,0
-4.192953934644952,0
-4.133159261720622,0
-4.517677646326866,0
-4.023095201203956,0
-3.6981415637026913,0
-4.333018448355935,0
-4.747652922953108,0
-4.346605975322366,0
-4.074279482170139,0
-3.5199258774724287,0
-4.769002238612797,0
-4.251591430816394,0
-4.321740322141957,0
-3.687951851893721,0
-3.7170979126045736,0
-4.135113308674727,0
-4.647565149813769,0
-4.911665563101872,0
-1.7335975815577571,1
-4.158547279432181,0
-4.591145726824377,0
-2.6596760946009663,1
-1.5772992056610202,1
-3.7643364936069457,0
-3.645013738557992,0
-4.812308214986645,0
-5.0015646346883536,0
-4.996517725623598,0
-4.507911483189186,0
-4.165185934840932,0
-4.79317694016765,0
-5.291670145212901,0
-4.755504007575843,0
-3.858343278277724,0
-4.097794848078158,0
-3.997707771779149,0
