value,anomaly
0.1160880820947442,0
-0.3823806155836888,0
0.27869611298547997,0
0.9550240821634796,0
0.4112685874468895,0
0.11896729775107279,0
0.18121937579010367,0
-0.16422689087764186,0
0.12536776467844266,0
1.1293415880677107,0
0.7162045607493767,0
0.06865392262294229,0
-0.028613323119983936,0
0.04230120461314074,0
0.3316517137099278,0
2.987386769538539,1
0.285574231275149,0
2.362943837391127,1
0.5708532114457487,0
0.7348562152783165,0
0.06604400143472276,0
0.030785811473794278,0
0.1504308250380953,0
-0.2905405167524021,0
-0.06017565814853715,0
0.5479397002404889,0
-0.5202580253234904,0
-0.1697874314507023,0
0.350558359458098,0
0.5135254613121975,0
0.01711347740968422,0
-0.8915334990877175,0
-0.48639106083624883,0
-0.13732245897856643,0
0.6293753911671129,0
0.023218599096358428,0
-0.08301439892195123,0
-0.6644912458129659,0
-0.41782782057612355,0
0.32534642730720775,0
0.12509687880075346,0
-0.4516471060850438,0
-0.5415168715817769,0
-0.38504331562832694,0
0.471379388627714,0
-0.08700175391816356,0
-0.6572899147210542,0
-0.7700472898250585,0
-0.3514902026966748,0
0.10299782354876819,0
-0.7537347269036361,0
-0.6954508558752571,0
-1.183850876751872,0
-0.6434113006028148,0
0.05744329346661309,0
-0.3508020202776021,0
-0.6073616602258545,0
-1.2622715682503705,0
-0.580665034424976,0
-0.5111351171409034,0
-0.005244899324192365,0
-1.4348789899679668,0
-1.3354704509125552,0
1.7494482626086354,1
-0.5336068737464645,0
1.2303147650738788,1
-1.0443613214669312,0
-1.3264865498305884,0
-0.7876838616495727,0
-0.9851334017473694,0
-0.20079874055165448,0
-1.6241350524097657,0
-1.1513572377568195,0
-0.9251113111425776,0
-0.9503411202705092,0
-0.4925810677059009,0
-0.8090968146030996,0
-1.530524535232704,0
-1.224121560119489,0
-0.468429353435073,0
-1.2092028952286726,0
-1.1983855005265174,0
-1.3817148780635276,0
-1.059236495744032,0
-1.1699026887456112,0
-0.7436910446559639,0
-1.592772257814418,0
-1.1477612660324905,0
-1.16242358856415,0
-0.8222993473022282,0
-1.0670883069291648,0
-1.273377720299278,0
-1.312025077603248,0
-1.1600708181960178,0
-1.1703130201752874,0
-1.5399432712024703,0
-1.5490475060232827,0
-1.4911834099471917,0
-1.8313992741798863,0
-1.2950629836416372,0
-1.0114045046628366,0
-1.9101188722947293,0
-2.091273131295113,0
-1.8388658943363942,0
-1.7000510467625924,0
-1.7172302952454757,0
-2.084995248269327,0
-1.8629898530326963,0
-2.316060537318635,0
-1.7675344958169146,0
-1.8369490271436948,0
-2.069081315106852,0
-2.257230214115717,0
-1.629421432379774,0
-1.7932658574408085,0
-1.4679992822424563,0
-1.5082183598866183,0
-1.9874956202885075,0
-2.117570042715411,0
-1.420379906455339,0
-1.199922023078254,0
-1.512466627142244,0
-2.076543683828242,0
-2.603366685750124,0
-1.5029927301210297,0
-1.7243223539411128,0
-2.1682674790370773,0
-2.59191955664912,0
-2.7452166090631764,0
-1.5947332313711495,0
-1.3748980869966063,0
-2.114580537492499,0
-2.8906921741216203,0
-2.495617428473359,0
-1.8647599514184394,0
-2.107017798769827,0
-2.508015415947641,0
-2.6119159983320466,0
-2.120582346417878,0
-1.977536841987594,0
-1.7707202380075109,0
-2.5569412295015694,0
-2.728364934160971,0
-2.1810452718794857,0
-2.5895585339452336,0
-1.9226393118405443,0
-2.3807008497418987,0
-2.4674058177862883,0
-2.3841760813106783,0
0.1626919655886634,1
-1.9026729419565376,0
-2.315646390846851,0
-2.742093896729063,0
-0.4496023629162731,1
0.2028307222063297,1
-1.7685530982681683,0
-2.25859121801272,0
-2.572936349566011,0
-2.5672914487160234,0
-2.604625342563381,0
-2.253583248206465,0
-2.9321637597424837,0
-2.8839211252073067,0
-2.709347852261229,0
-2.3408445117452126,0
-2.685957485003714,0
-2.957919268292795,0
-2.775250367490561,0
-2.930096129459791,0
-3.156106414691907,0
-2.649224933340009,0
-3.0830199190516248,0
-3.3067862343185963,0
-2.8788960965564994,0
-2.894613872985612,0
-2.567626171705715,0
-2.798978745662942,0
-2.862590824369605,0
-3.355894796896202,0
-3.214959625888844,0
-3.0368206939992013,0
-2.9695832123449044,0
-3.6954980149787313,0
-3.4953434603651425,0
-2.7512840390238074,0
-2.486478320708367,0
-2.6281796103013657,0
-3.4179388243269906,0
-3.361380440653444,0
-3.55714741789199,0
-3.1923258755266213,0
-3.539605816299117,0
-1.0354699105475023,1
-0.774837206157339,1
-0.616758527337518,1
-3.105468921437458,0
-2.770566315831113,0
-3.309236307482129,0
-4.244691425618488,0
-3.9456877805592976,0
-3.170255425421229,0
-2.7444265116043183,0
